Property_Id,Check_In_Date,Room_Category,Helper,Successful_Bookings,Capacity
19560,23-05-22,RT2,19560|44704|RT2,24,38
16563,23-05-22,RT2,16563|44704|RT2,25,38
16559,23-05-22,RT2,16559|44704|RT2,24,41
19559,23-05-22,RT2,19559|44704|RT2,22,41
19558,23-05-22,RT2,19558|44704|RT2,14,39
17559,23-05-22,RT2,17559|44704|RT2,25,39
16560,23-05-22,RT2,16560|44704|RT2,16,34
18562,23-05-22,RT2,18562|44704|RT2,20,34
18559,23-05-22,RT2,18559|44704|RT2,19,44
17563,23-05-22,RT2,17563|44704|RT2,29,44
17562,23-05-22,RT2,17562|44704|RT2,14,30
18558,23-05-22,RT2,18558|44704|RT2,14,30
17564,23-05-22,RT2,17564|44704|RT2,14,40
18561,23-05-22,RT2,18561|44704|RT2,25,40
18560,23-05-22,RT2,18560|44704|RT2,26,40
17560,23-05-22,RT2,17560|44704|RT2,22,45
19561,23-05-22,RT2,19561|44704|RT2,24,45
19563,23-05-22,RT2,19563|44704|RT2,25,45
19562,23-05-22,RT3,19562|44704|RT3,17,29
19561,23-05-22,RT3,19561|44704|RT3,14,29
18562,23-05-22,RT3,18562|44704|RT3,18,29
17558,23-05-22,RT3,17558|44704|RT3,13,27
17562,23-05-22,RT3,17562|44704|RT3,12,27
19559,23-05-22,RT3,19559|44704|RT3,16,27
16559,23-05-22,RT3,16559|44704|RT3,22,32
16558,23-05-22,RT3,16558|44704|RT3,4,8
18561,23-05-22,RT3,18561|44704|RT3,16,25
16561,23-05-22,RT3,16561|44704|RT3,15,21
19558,23-05-22,RT3,19558|44704|RT3,8,21
16563,23-05-22,RT3,16563|44704|RT3,14,20
17561,23-05-22,RT3,17561|44704|RT3,14,19
18560,23-05-22,RT3,18560|44704|RT3,14,24
16562,23-05-22,RT3,16562|44704|RT3,9,18
17563,23-05-22,RT3,17563|44704|RT3,9,16
16560,23-05-22,RT3,16560|44704|RT3,10,20
17560,23-05-22,RT3,17560|44704|RT3,12,25
18558,23-05-22,RT3,18558|44704|RT3,12,26
19560,23-05-22,RT3,19560|44704|RT3,12,19
17564,23-05-22,RT3,17564|44704|RT3,12,24
17559,23-05-22,RT3,17559|44704|RT3,11,16
18559,23-05-22,RT3,18559|44704|RT3,11,23
18563,23-05-22,RT3,18563|44704|RT3,11,23
16558,23-05-22,RT4,16558|44704|RT4,2,3
16560,23-05-22,RT4,16560|44704|RT4,4,7
19561,23-05-22,RT4,19561|44704|RT4,4,7
18561,23-05-22,RT4,18561|44704|RT4,5,9
16561,23-05-22,RT4,16561|44704|RT4,6,10
17560,23-05-22,RT4,17560|44704|RT4,7,13
19559,23-05-22,RT4,19559|44704|RT4,1,3
17564,23-05-22,RT4,17564|44704|RT4,8,17
18560,23-05-22,RT4,18560|44704|RT4,11,15
19560,23-05-22,RT4,19560|44704|RT4,11,16
18559,23-05-22,RT4,18559|44704|RT4,9,19
17563,23-05-22,RT4,17563|44704|RT4,12,19
19562,23-05-22,RT4,19562|44704|RT4,9,14
17559,23-05-22,RT4,17559|44704|RT4,9,14
18558,23-05-22,RT4,18558|44704|RT4,10,20
18562,23-05-22,RT4,18562|44704|RT4,11,20
18563,23-05-22,RT4,18563|44704|RT4,9,18
16563,23-05-22,RT4,16563|44704|RT4,12,18
16559,23-05-22,RT4,16559|44704|RT4,9,18
16562,23-05-22,RT4,16562|44704|RT4,3,6
17558,23-05-22,RT4,17558|44704|RT4,3,6
17562,23-05-22,RT4,17562|44704|RT4,3,6
19563,23-05-22,RT4,19563|44704|RT4,3,6
19558,23-05-22,RT4,19558|44704|RT4,3,7
17561,23-05-22,RT4,17561|44704|RT4,3,4
19563,24-05-22,RT3,19563|44705|RT3,14,29
18560,24-05-22,RT1,18560|44705|RT1,17,30
19562,24-05-22,RT1,19562|44705|RT1,17,30
19563,24-05-22,RT1,19563|44705|RT1,14,30
17558,24-05-22,RT1,17558|44705|RT1,9,19
16558,24-05-22,RT1,16558|44705|RT1,11,19
17560,24-05-22,RT1,17560|44705|RT1,20,40
19558,24-05-22,RT1,19558|44705|RT1,16,40
19560,24-05-22,RT1,19560|44705|RT1,18,26
17561,24-05-22,RT1,17561|44705|RT1,15,26
16560,24-05-22,RT1,16560|44705|RT1,14,34
16561,24-05-22,RT1,16561|44705|RT1,10,18
16562,24-05-22,RT1,16562|44705|RT1,17,31
16563,24-05-22,RT1,16563|44705|RT1,28,41
17559,24-05-22,RT1,17559|44705|RT1,17,32
17562,24-05-22,RT1,17562|44705|RT1,8,20
17563,24-05-22,RT1,17563|44705|RT1,15,25
18558,24-05-22,RT1,18558|44705|RT1,8,15
18559,24-05-22,RT1,18559|44705|RT1,17,42
18561,24-05-22,RT1,18561|44705|RT1,18,33
18562,24-05-22,RT1,18562|44705|RT1,23,38
18563,24-05-22,RT1,18563|44705|RT1,13,27
19559,24-05-22,RT1,19559|44705|RT1,11,24
19561,24-05-22,RT1,19561|44705|RT1,18,36
17564,24-05-22,RT1,17564|44705|RT1,7,16
19562,24-05-22,RT2,19562|44705|RT2,13,23
18563,24-05-22,RT2,18563|44705|RT2,17,29
17561,24-05-22,RT2,17561|44705|RT2,23,36
17558,24-05-22,RT2,17558|44705|RT2,24,50
16562,24-05-22,RT2,16562|44705|RT2,23,43
16561,24-05-22,RT2,16561|44705|RT2,15,24
16558,24-05-22,RT2,16558|44705|RT2,14,22
19560,24-05-22,RT2,19560|44705|RT2,25,38
16563,24-05-22,RT2,16563|44705|RT2,23,38
16559,24-05-22,RT2,16559|44705|RT2,23,41
19559,24-05-22,RT2,19559|44705|RT2,20,41
19558,24-05-22,RT2,19558|44705|RT2,17,39
17559,24-05-22,RT2,17559|44705|RT2,21,39
16560,24-05-22,RT2,16560|44705|RT2,19,34
18562,24-05-22,RT2,18562|44705|RT2,20,34
18559,24-05-22,RT2,18559|44705|RT2,18,44
17563,24-05-22,RT2,17563|44705|RT2,31,44
17562,24-05-22,RT2,17562|44705|RT2,13,30
18558,24-05-22,RT2,18558|44705|RT2,16,30
17564,24-05-22,RT2,17564|44705|RT2,18,40
18561,24-05-22,RT2,18561|44705|RT2,28,40
18560,24-05-22,RT2,18560|44705|RT2,23,40
17560,24-05-22,RT2,17560|44705|RT2,26,45
19561,24-05-22,RT2,19561|44705|RT2,20,45
19563,24-05-22,RT2,19563|44705|RT2,25,45
16559,24-05-22,RT1,16559|44705|RT1,21,30
19562,24-05-22,RT3,19562|44705|RT3,17,29
19561,24-05-22,RT3,19561|44705|RT3,17,29
18562,24-05-22,RT3,18562|44705|RT3,17,29
17558,24-05-22,RT3,17558|44705|RT3,15,27
17562,24-05-22,RT3,17562|44705|RT3,12,27
19559,24-05-22,RT3,19559|44705|RT3,14,27
16559,24-05-22,RT3,16559|44705|RT3,18,32
16558,24-05-22,RT3,16558|44705|RT3,5,8
18560,24-05-22,RT3,18560|44705|RT3,15,24
19558,24-05-22,RT3,19558|44705|RT3,8,21
16561,24-05-22,RT3,16561|44705|RT3,13,21
19560,24-05-22,RT3,19560|44705|RT3,13,19
17561,24-05-22,RT3,17561|44705|RT3,14,19
18561,24-05-22,RT3,18561|44705|RT3,14,25
16562,24-05-22,RT3,16562|44705|RT3,9,18
17563,24-05-22,RT3,17563|44705|RT3,9,16
17564,24-05-22,RT3,17564|44705|RT3,9,24
17559,24-05-22,RT3,17559|44705|RT3,10,16
18559,24-05-22,RT3,18559|44705|RT3,10,23
16563,24-05-22,RT3,16563|44705|RT3,12,20
17560,24-05-22,RT3,17560|44705|RT3,12,25
18558,24-05-22,RT3,18558|44705|RT3,12,26
16560,24-05-22,RT3,16560|44705|RT3,11,20
18563,24-05-22,RT3,18563|44705|RT3,11,23
16558,24-05-22,RT4,16558|44705|RT4,2,3
16562,24-05-22,RT4,16562|44705|RT4,4,6
17558,24-05-22,RT4,17558|44705|RT4,4,6
16560,24-05-22,RT4,16560|44705|RT4,4,7
18561,24-05-22,RT4,18561|44705|RT4,4,9
17560,24-05-22,RT4,17560|44705|RT4,5,13
16561,24-05-22,RT4,16561|44705|RT4,6,10
19559,24-05-22,RT4,19559|44705|RT4,1,3
17564,24-05-22,RT4,17564|44705|RT4,7,17
18560,24-05-22,RT4,18560|44705|RT4,12,15
19560,24-05-22,RT4,19560|44705|RT4,10,16
18559,24-05-22,RT4,18559|44705|RT4,9,19
17563,24-05-22,RT4,17563|44705|RT4,13,19
19562,24-05-22,RT4,19562|44705|RT4,9,14
17559,24-05-22,RT4,17559|44705|RT4,8,14
18558,24-05-22,RT4,18558|44705|RT4,10,20
18562,24-05-22,RT4,18562|44705|RT4,14,20
18563,24-05-22,RT4,18563|44705|RT4,10,18
16563,24-05-22,RT4,16563|44705|RT4,11,18
16559,24-05-22,RT4,16559|44705|RT4,13,18
17562,24-05-22,RT4,17562|44705|RT4,3,6
19563,24-05-22,RT4,19563|44705|RT4,3,6
19558,24-05-22,RT4,19558|44705|RT4,3,7
19561,24-05-22,RT4,19561|44705|RT4,3,7
17561,24-05-22,RT4,17561|44705|RT4,3,4
16559,25-05-22,RT1,16559|44706|RT1,20,30
18560,25-05-22,RT1,18560|44706|RT1,18,30
19562,25-05-22,RT1,19562|44706|RT1,19,30
19563,25-05-22,RT1,19563|44706|RT1,18,30
17558,25-05-22,RT1,17558|44706|RT1,11,19
16558,25-05-22,RT1,16558|44706|RT1,13,19
17560,25-05-22,RT1,17560|44706|RT1,19,40
19558,25-05-22,RT1,19558|44706|RT1,18,40
19560,25-05-22,RT1,19560|44706|RT1,18,26
17561,25-05-22,RT1,17561|44706|RT1,15,26
16560,25-05-22,RT1,16560|44706|RT1,20,34
16561,25-05-22,RT1,16561|44706|RT1,12,18
16562,25-05-22,RT1,16562|44706|RT1,16,31
16563,25-05-22,RT1,16563|44706|RT1,25,41
17559,25-05-22,RT1,17559|44706|RT1,22,32
17562,25-05-22,RT1,17562|44706|RT1,9,20
17563,25-05-22,RT1,17563|44706|RT1,16,25
18558,25-05-22,RT1,18558|44706|RT1,8,15
18559,25-05-22,RT1,18559|44706|RT1,17,42
18561,25-05-22,RT1,18561|44706|RT1,20,33
18562,25-05-22,RT1,18562|44706|RT1,25,38
18563,25-05-22,RT1,18563|44706|RT1,14,27
19559,25-05-22,RT1,19559|44706|RT1,13,24
19561,25-05-22,RT1,19561|44706|RT1,18,36
17564,25-05-22,RT1,17564|44706|RT1,6,16
19562,25-05-22,RT2,19562|44706|RT2,14,23
18563,25-05-22,RT2,18563|44706|RT2,14,29
17561,25-05-22,RT2,17561|44706|RT2,19,36
17558,25-05-22,RT2,17558|44706|RT2,25,50
16562,25-05-22,RT2,16562|44706|RT2,22,43
16561,25-05-22,RT2,16561|44706|RT2,15,24
16558,25-05-22,RT2,16558|44706|RT2,13,22
19560,25-05-22,RT2,19560|44706|RT2,23,38
16563,25-05-22,RT2,16563|44706|RT2,21,38
16559,25-05-22,RT2,16559|44706|RT2,26,41
19559,25-05-22,RT2,19559|44706|RT2,20,41
19558,25-05-22,RT2,19558|44706|RT2,17,39
17559,25-05-22,RT2,17559|44706|RT2,25,39
16560,25-05-22,RT2,16560|44706|RT2,16,34
18562,25-05-22,RT2,18562|44706|RT2,22,34
18559,25-05-22,RT2,18559|44706|RT2,19,44
17563,25-05-22,RT2,17563|44706|RT2,30,44
17562,25-05-22,RT2,17562|44706|RT2,11,30
18558,25-05-22,RT2,18558|44706|RT2,14,30
17564,25-05-22,RT2,17564|44706|RT2,17,40
18561,25-05-22,RT2,18561|44706|RT2,22,40
18560,25-05-22,RT2,18560|44706|RT2,25,40
17560,25-05-22,RT2,17560|44706|RT2,24,45
19561,25-05-22,RT2,19561|44706|RT2,24,45
19563,25-05-22,RT2,19563|44706|RT2,23,45
19563,25-05-22,RT3,19563|44706|RT3,15,29
19562,25-05-22,RT3,19562|44706|RT3,18,29
19561,25-05-22,RT3,19561|44706|RT3,14,29
18562,25-05-22,RT3,18562|44706|RT3,18,29
17558,25-05-22,RT3,17558|44706|RT3,13,27
17562,25-05-22,RT3,17562|44706|RT3,10,27
19559,25-05-22,RT3,19559|44706|RT3,14,27
16559,25-05-22,RT3,16559|44706|RT3,19,32
16558,25-05-22,RT3,16558|44706|RT3,5,8
18561,25-05-22,RT3,18561|44706|RT3,18,25
16560,25-05-22,RT3,16560|44706|RT3,8,20
18558,25-05-22,RT3,18558|44706|RT3,13,26
18560,25-05-22,RT3,18560|44706|RT3,13,24
17560,25-05-22,RT3,17560|44706|RT3,14,25
16562,25-05-22,RT3,16562|44706|RT3,9,18
17559,25-05-22,RT3,17559|44706|RT3,10,16
17563,25-05-22,RT3,17563|44706|RT3,10,16
19558,25-05-22,RT3,19558|44706|RT3,10,21
16561,25-05-22,RT3,16561|44706|RT3,12,21
16563,25-05-22,RT3,16563|44706|RT3,12,20
17561,25-05-22,RT3,17561|44706|RT3,12,19
18563,25-05-22,RT3,18563|44706|RT3,12,23
19560,25-05-22,RT3,19560|44706|RT3,12,19
17564,25-05-22,RT3,17564|44706|RT3,12,24
18559,25-05-22,RT3,18559|44706|RT3,11,23
19559,25-05-22,RT4,19559|44706|RT4,2,3
16558,25-05-22,RT4,16558|44706|RT4,2,3
16562,25-05-22,RT4,16562|44706|RT4,4,6
19563,25-05-22,RT4,19563|44706|RT4,4,6
16560,25-05-22,RT4,16560|44706|RT4,4,7
19561,25-05-22,RT4,19561|44706|RT4,4,7
17560,25-05-22,RT4,17560|44706|RT4,5,13
18561,25-05-22,RT4,18561|44706|RT4,5,9
16561,25-05-22,RT4,16561|44706|RT4,7,10
17564,25-05-22,RT4,17564|44706|RT4,8,17
18560,25-05-22,RT4,18560|44706|RT4,10,15
19560,25-05-22,RT4,19560|44706|RT4,9,16
18559,25-05-22,RT4,18559|44706|RT4,8,19
17563,25-05-22,RT4,17563|44706|RT4,13,19
19562,25-05-22,RT4,19562|44706|RT4,9,14
17559,25-05-22,RT4,17559|44706|RT4,9,14
18558,25-05-22,RT4,18558|44706|RT4,9,20
18562,25-05-22,RT4,18562|44706|RT4,13,20
18563,25-05-22,RT4,18563|44706|RT4,9,18
16563,25-05-22,RT4,16563|44706|RT4,11,18
16559,25-05-22,RT4,16559|44706|RT4,10,18
17558,25-05-22,RT4,17558|44706|RT4,3,6
17562,25-05-22,RT4,17562|44706|RT4,3,6
19558,25-05-22,RT4,19558|44706|RT4,3,7
17561,25-05-22,RT4,17561|44706|RT4,3,4
16559,26-05-22,RT1,16559|44707|RT1,21,30
18560,26-05-22,RT1,18560|44707|RT1,19,30
19562,26-05-22,RT1,19562|44707|RT1,16,30
19563,26-05-22,RT1,19563|44707|RT1,15,30
17558,26-05-22,RT1,17558|44707|RT1,9,19
16558,26-05-22,RT1,16558|44707|RT1,12,19
17560,26-05-22,RT1,17560|44707|RT1,21,40
19558,26-05-22,RT1,19558|44707|RT1,15,40
19560,26-05-22,RT1,19560|44707|RT1,14,26
17561,26-05-22,RT1,17561|44707|RT1,16,26
16560,26-05-22,RT1,16560|44707|RT1,18,34
16561,26-05-22,RT1,16561|44707|RT1,12,18
16562,26-05-22,RT1,16562|44707|RT1,15,31
16563,26-05-22,RT1,16563|44707|RT1,22,41
17559,26-05-22,RT1,17559|44707|RT1,21,32
17562,26-05-22,RT1,17562|44707|RT1,9,20
17563,26-05-22,RT1,17563|44707|RT1,15,25
18558,26-05-22,RT1,18558|44707|RT1,8,15
18559,26-05-22,RT1,18559|44707|RT1,15,42
18561,26-05-22,RT1,18561|44707|RT1,21,33
18562,26-05-22,RT1,18562|44707|RT1,22,38
18563,26-05-22,RT1,18563|44707|RT1,13,27
19559,26-05-22,RT1,19559|44707|RT1,11,24
19561,26-05-22,RT1,19561|44707|RT1,16,36
17564,26-05-22,RT1,17564|44707|RT1,8,16
19562,26-05-22,RT2,19562|44707|RT2,15,23
18563,26-05-22,RT2,18563|44707|RT2,15,29
17561,26-05-22,RT2,17561|44707|RT2,23,36
17558,26-05-22,RT2,17558|44707|RT2,25,50
16562,26-05-22,RT2,16562|44707|RT2,20,43
16561,26-05-22,RT2,16561|44707|RT2,17,24
16558,26-05-22,RT2,16558|44707|RT2,15,22
19560,26-05-22,RT2,19560|44707|RT2,23,38
16563,26-05-22,RT2,16563|44707|RT2,22,38
16559,26-05-22,RT2,16559|44707|RT2,26,41
19559,26-05-22,RT2,19559|44707|RT2,21,41
19558,26-05-22,RT2,19558|44707|RT2,15,39
17559,26-05-22,RT2,17559|44707|RT2,23,39
16560,26-05-22,RT2,16560|44707|RT2,17,34
18562,26-05-22,RT2,18562|44707|RT2,19,34
18559,26-05-22,RT2,18559|44707|RT2,17,44
17563,26-05-22,RT2,17563|44707|RT2,26,44
17562,26-05-22,RT2,17562|44707|RT2,11,30
18558,26-05-22,RT2,18558|44707|RT2,15,30
17564,26-05-22,RT2,17564|44707|RT2,17,40
18561,26-05-22,RT2,18561|44707|RT2,23,40
18560,26-05-22,RT2,18560|44707|RT2,27,40
17560,26-05-22,RT2,17560|44707|RT2,21,45
19561,26-05-22,RT2,19561|44707|RT2,23,45
19563,26-05-22,RT2,19563|44707|RT2,22,45
19563,26-05-22,RT3,19563|44707|RT3,13,29
19562,26-05-22,RT3,19562|44707|RT3,20,29
19561,26-05-22,RT3,19561|44707|RT3,15,29
18562,26-05-22,RT3,18562|44707|RT3,19,29
17558,26-05-22,RT3,17558|44707|RT3,14,27
17562,26-05-22,RT3,17562|44707|RT3,13,27
19559,26-05-22,RT3,19559|44707|RT3,15,27
16559,26-05-22,RT3,16559|44707|RT3,23,32
16558,26-05-22,RT3,16558|44707|RT3,5,8
18560,26-05-22,RT3,18560|44707|RT3,15,24
16563,26-05-22,RT3,16563|44707|RT3,13,20
16561,26-05-22,RT3,16561|44707|RT3,14,21
18561,26-05-22,RT3,18561|44707|RT3,14,25
16562,26-05-22,RT3,16562|44707|RT3,9,18
16560,26-05-22,RT3,16560|44707|RT3,10,20
17563,26-05-22,RT3,17563|44707|RT3,10,16
19558,26-05-22,RT3,19558|44707|RT3,10,21
17564,26-05-22,RT3,17564|44707|RT3,10,24
17559,26-05-22,RT3,17559|44707|RT3,12,16
17560,26-05-22,RT3,17560|44707|RT3,12,25
17561,26-05-22,RT3,17561|44707|RT3,12,19
18558,26-05-22,RT3,18558|44707|RT3,12,26
18563,26-05-22,RT3,18563|44707|RT3,12,23
19560,26-05-22,RT3,19560|44707|RT3,12,19
18559,26-05-22,RT3,18559|44707|RT3,11,23
17562,26-05-22,RT4,17562|44707|RT4,2,6
19559,26-05-22,RT4,19559|44707|RT4,2,3
16558,26-05-22,RT4,16558|44707|RT4,2,3
16560,26-05-22,RT4,16560|44707|RT4,4,7
19561,26-05-22,RT4,19561|44707|RT4,4,7
18561,26-05-22,RT4,18561|44707|RT4,5,9
16561,26-05-22,RT4,16561|44707|RT4,6,10
17560,26-05-22,RT4,17560|44707|RT4,6,13
17564,26-05-22,RT4,17564|44707|RT4,6,17
18560,26-05-22,RT4,18560|44707|RT4,8,15
19560,26-05-22,RT4,19560|44707|RT4,10,16
18559,26-05-22,RT4,18559|44707|RT4,8,19
17563,26-05-22,RT4,17563|44707|RT4,12,19
19562,26-05-22,RT4,19562|44707|RT4,8,14
17559,26-05-22,RT4,17559|44707|RT4,9,14
18558,26-05-22,RT4,18558|44707|RT4,10,20
18562,26-05-22,RT4,18562|44707|RT4,13,20
18563,26-05-22,RT4,18563|44707|RT4,9,18
16563,26-05-22,RT4,16563|44707|RT4,11,18
16559,26-05-22,RT4,16559|44707|RT4,12,18
16562,26-05-22,RT4,16562|44707|RT4,3,6
17558,26-05-22,RT4,17558|44707|RT4,3,6
19563,26-05-22,RT4,19563|44707|RT4,3,6
19558,26-05-22,RT4,19558|44707|RT4,3,7
17561,26-05-22,RT4,17561|44707|RT4,3,4
19563,27-05-22,RT3,19563|44708|RT3,14,29
18560,27-05-22,RT1,18560|44708|RT1,19,30
19562,27-05-22,RT1,19562|44708|RT1,17,30
19563,27-05-22,RT1,19563|44708|RT1,16,30
17558,27-05-22,RT1,17558|44708|RT1,10,19
16558,27-05-22,RT1,16558|44708|RT1,12,19
17560,27-05-22,RT1,17560|44708|RT1,18,40
19558,27-05-22,RT1,19558|44708|RT1,19,40
19560,27-05-22,RT1,19560|44708|RT1,18,26
17561,27-05-22,RT1,17561|44708|RT1,16,26
16560,27-05-22,RT1,16560|44708|RT1,19,34
16561,27-05-22,RT1,16561|44708|RT1,10,18
16562,27-05-22,RT1,16562|44708|RT1,15,31
16563,27-05-22,RT1,16563|44708|RT1,23,41
17559,27-05-22,RT1,17559|44708|RT1,19,32
17562,27-05-22,RT1,17562|44708|RT1,9,20
17563,27-05-22,RT1,17563|44708|RT1,15,25
18558,27-05-22,RT1,18558|44708|RT1,8,15
18559,27-05-22,RT1,18559|44708|RT1,18,42
18561,27-05-22,RT1,18561|44708|RT1,20,33
18562,27-05-22,RT1,18562|44708|RT1,21,38
18563,27-05-22,RT1,18563|44708|RT1,13,27
19559,27-05-22,RT1,19559|44708|RT1,13,24
19561,27-05-22,RT1,19561|44708|RT1,18,36
17564,27-05-22,RT1,17564|44708|RT1,6,16
19562,27-05-22,RT2,19562|44708|RT2,14,23
18563,27-05-22,RT2,18563|44708|RT2,15,29
17561,27-05-22,RT2,17561|44708|RT2,19,36
17558,27-05-22,RT2,17558|44708|RT2,26,50
16562,27-05-22,RT2,16562|44708|RT2,19,43
16561,27-05-22,RT2,16561|44708|RT2,13,24
16558,27-05-22,RT2,16558|44708|RT2,13,22
19560,27-05-22,RT2,19560|44708|RT2,24,38
16563,27-05-22,RT2,16563|44708|RT2,26,38
16559,27-05-22,RT2,16559|44708|RT2,28,41
19559,27-05-22,RT2,19559|44708|RT2,18,41
19558,27-05-22,RT2,19558|44708|RT2,16,39
17559,27-05-22,RT2,17559|44708|RT2,26,39
16560,27-05-22,RT2,16560|44708|RT2,18,34
18562,27-05-22,RT2,18562|44708|RT2,22,34
18559,27-05-22,RT2,18559|44708|RT2,17,44
17563,27-05-22,RT2,17563|44708|RT2,31,44
17562,27-05-22,RT2,17562|44708|RT2,13,30
18558,27-05-22,RT2,18558|44708|RT2,14,30
17564,27-05-22,RT2,17564|44708|RT2,19,40
18561,27-05-22,RT2,18561|44708|RT2,27,40
18560,27-05-22,RT2,18560|44708|RT2,28,40
17560,27-05-22,RT2,17560|44708|RT2,25,45
19561,27-05-22,RT2,19561|44708|RT2,24,45
19563,27-05-22,RT2,19563|44708|RT2,21,45
16559,27-05-22,RT1,16559|44708|RT1,18,30
19562,27-05-22,RT3,19562|44708|RT3,16,29
19561,27-05-22,RT3,19561|44708|RT3,16,29
18562,27-05-22,RT3,18562|44708|RT3,20,29
17558,27-05-22,RT3,17558|44708|RT3,14,27
17562,27-05-22,RT3,17562|44708|RT3,11,27
19559,27-05-22,RT3,19559|44708|RT3,15,27
16559,27-05-22,RT3,16559|44708|RT3,22,32
16558,27-05-22,RT3,16558|44708|RT3,5,8
18560,27-05-22,RT3,18560|44708|RT3,16,24
16563,27-05-22,RT3,16563|44708|RT3,13,20
17560,27-05-22,RT3,17560|44708|RT3,13,25
18561,27-05-22,RT3,18561|44708|RT3,13,25
16562,27-05-22,RT3,16562|44708|RT3,9,18
17564,27-05-22,RT3,17564|44708|RT3,9,24
17563,27-05-22,RT3,17563|44708|RT3,10,16
18559,27-05-22,RT3,18559|44708|RT3,10,23
19558,27-05-22,RT3,19558|44708|RT3,10,21
17559,27-05-22,RT3,17559|44708|RT3,12,16
17561,27-05-22,RT3,17561|44708|RT3,12,19
18558,27-05-22,RT3,18558|44708|RT3,12,26
18563,27-05-22,RT3,18563|44708|RT3,12,23
19560,27-05-22,RT3,19560|44708|RT3,12,19
16560,27-05-22,RT3,16560|44708|RT3,11,20
16561,27-05-22,RT3,16561|44708|RT3,11,21
19559,27-05-22,RT4,19559|44708|RT4,2,3
16558,27-05-22,RT4,16558|44708|RT4,2,3
16560,27-05-22,RT4,16560|44708|RT4,4,7
17560,27-05-22,RT4,17560|44708|RT4,5,13
16561,27-05-22,RT4,16561|44708|RT4,6,10
18561,27-05-22,RT4,18561|44708|RT4,6,9
17564,27-05-22,RT4,17564|44708|RT4,7,17
18560,27-05-22,RT4,18560|44708|RT4,10,15
19560,27-05-22,RT4,19560|44708|RT4,9,16
18559,27-05-22,RT4,18559|44708|RT4,7,19
17563,27-05-22,RT4,17563|44708|RT4,12,19
19562,27-05-22,RT4,19562|44708|RT4,9,14
17559,27-05-22,RT4,17559|44708|RT4,9,14
18558,27-05-22,RT4,18558|44708|RT4,11,20
18562,27-05-22,RT4,18562|44708|RT4,10,20
18563,27-05-22,RT4,18563|44708|RT4,10,18
16563,27-05-22,RT4,16563|44708|RT4,12,18
16559,27-05-22,RT4,16559|44708|RT4,11,18
16562,27-05-22,RT4,16562|44708|RT4,3,6
17558,27-05-22,RT4,17558|44708|RT4,3,6
17562,27-05-22,RT4,17562|44708|RT4,3,6
19563,27-05-22,RT4,19563|44708|RT4,3,6
19558,27-05-22,RT4,19558|44708|RT4,3,7
19561,27-05-22,RT4,19561|44708|RT4,3,7
17561,27-05-22,RT4,17561|44708|RT4,3,4
16559,28-05-22,RT1,16559|44709|RT1,26,30
18560,28-05-22,RT1,18560|44709|RT1,24,30
19562,28-05-22,RT1,19562|44709|RT1,26,30
19563,28-05-22,RT1,19563|44709|RT1,22,30
17558,28-05-22,RT1,17558|44709|RT1,15,19
16558,28-05-22,RT1,16558|44709|RT1,17,19
17560,28-05-22,RT1,17560|44709|RT1,29,40
19558,28-05-22,RT1,19558|44709|RT1,25,40
19560,28-05-22,RT1,19560|44709|RT1,24,26
17561,28-05-22,RT1,17561|44709|RT1,24,26
16560,28-05-22,RT1,16560|44709|RT1,24,34
16561,28-05-22,RT1,16561|44709|RT1,16,18
16562,28-05-22,RT1,16562|44709|RT1,23,31
16563,28-05-22,RT1,16563|44709|RT1,39,41
17559,28-05-22,RT1,17559|44709|RT1,27,32
17562,28-05-22,RT1,17562|44709|RT1,13,20
17563,28-05-22,RT1,17563|44709|RT1,25,25
18558,28-05-22,RT1,18558|44709|RT1,12,15
18559,28-05-22,RT1,18559|44709|RT1,24,42
18561,28-05-22,RT1,18561|44709|RT1,31,33
18562,28-05-22,RT1,18562|44709|RT1,32,38
18563,28-05-22,RT1,18563|44709|RT1,19,27
19559,28-05-22,RT1,19559|44709|RT1,18,24
19561,28-05-22,RT1,19561|44709|RT1,26,36
17564,28-05-22,RT1,17564|44709|RT1,9,16
19562,28-05-22,RT2,19562|44709|RT2,23,23
18563,28-05-22,RT2,18563|44709|RT2,20,29
17561,28-05-22,RT2,17561|44709|RT2,32,36
17558,28-05-22,RT2,17558|44709|RT2,36,50
16562,28-05-22,RT2,16562|44709|RT2,33,43
16561,28-05-22,RT2,16561|44709|RT2,23,24
16558,28-05-22,RT2,16558|44709|RT2,19,22
19560,28-05-22,RT2,19560|44709|RT2,33,38
16563,28-05-22,RT2,16563|44709|RT2,31,38
16559,28-05-22,RT2,16559|44709|RT2,36,41
19559,28-05-22,RT2,19559|44709|RT2,30,41
19558,28-05-22,RT2,19558|44709|RT2,25,39
17559,28-05-22,RT2,17559|44709|RT2,38,39
16560,28-05-22,RT2,16560|44709|RT2,27,34
18562,28-05-22,RT2,18562|44709|RT2,31,34
18559,28-05-22,RT2,18559|44709|RT2,27,44
17563,28-05-22,RT2,17563|44709|RT2,40,44
17562,28-05-22,RT2,17562|44709|RT2,17,30
18558,28-05-22,RT2,18558|44709|RT2,23,30
17564,28-05-22,RT2,17564|44709|RT2,24,40
18561,28-05-22,RT2,18561|44709|RT2,34,40
18560,28-05-22,RT2,18560|44709|RT2,33,40
17560,28-05-22,RT2,17560|44709|RT2,34,45
19561,28-05-22,RT2,19561|44709|RT2,31,45
19563,28-05-22,RT2,19563|44709|RT2,35,45
